timestep,direkt_horizontal_W_m2,diffuse_horizontal_W_m2,temp_amb,global_horizontal_W_m2
6473,82.9,36.09,22.75,118.99
6474,0,0,21.05,0
6475,0,0,19.32,0
6476,0,0,18.4,0
6477,0,0,17.19,0
6478,0,0,16.21,0
6479,0,0,16.18,0
6480,0,0,16.35,0
6481,0,0,15.73,0
6482,0,0,15.06,0
6483,0,0,13.98,0
6484,0,0,13.35,0
6485,0,0,12.91,0
6486,0,11.87,12.59,11.87
6487,0,58.08,12.76,58.08
6488,0,65.69,14.97,65.69
6489,0,86.14,18.78,86.14
6490,63.81,78.76,20.5,142.57
6491,227.62,92.93,22,320.55
6492,371.69,109.94,23.16,481.63
6493,477.11,122.4,23.97,599.51
6494,521.07,129.63,24.5,650.7
6495,490.26,127.19,24.71,617.45
6496,364.33,106.53,24.56,470.86
6497,193.25,40.73,23.86,233.98
6498,0,0,22.12,0
6499,0,0,21.91,0
6500,0,0,20.06,0
6501,0,0,18.13,0
6502,0,0,16.78,0
6503,0,0,15.81,0
6504,0,0,15.35,0
6505,0,0,14.87,0
6506,0,0,14.61,0
6507,0,0,14.35,0
6508,0,0,13.92,0
6509,0,0,13.37,0
6510,0,9.54,13.19,9.54
6511,0,45.01,13.35,45.01
6512,0,65.94,15.87,65.94
6513,0,120.51,18.85,120.51
6514,52.77,87.49,20.98,140.26
6515,157.32,132.38,22.47,289.7
6516,104.88,161.31,23.25,266.19
6517,142.37,198.13,23.47,340.5
6518,284.7,185.05,24.25,469.75
6519,222.69,123.2,24.46,345.89
6520,115.49,56.71,22.77,172.2
6521,88.35,20.29,21.42,108.64
6522,0,0,20.5,0
6523,0,0,19.28,0
6524,0,0,19.14,0
6525,0,0,18.58,0
6526,0,0,17.89,0
6527,0,0,16.91,0
6528,0,0,15.84,0
6529,0,0,14.93,0
6530,0,0,13.83,0
6531,0,0,13.08,0
6532,0,0,12.34,0
6533,0,0,11.93,0
6534,0,10.5,11.45,10.5
6535,0,53.5,11.37,53.5
6536,0,96.81,12.34,96.81
6537,0,106.43,13.22,106.43
6538,43.64,121.88,14.44,165.52
6539,178.05,135.26,15.55,313.31
6540,328.69,134.7,16.56,463.39
6541,434.59,148.6,17.43,583.19
6542,434.97,160.46,17.84,595.43
6543,456.54,143.78,17.84,600.32
6544,266.25,119,17.62,385.25
6545,62.73,29.75,17.02,92.48
6546,0,0,15.84,0
6547,0,0,14.34,0
6548,0,0,12.82,0
6549,0,0,11.9,0
6550,0,0,11.69,0
6551,0,0,11.45,0
6552,0,0,10.54,0
6553,0,0,9.9,0
6554,0,0,10.43,0
6555,0,0,10.85,0
6556,0,0,11.24,0
6557,0,0,11.83,0
6558,0,6.64,12.09,6.64
6559,0,40.49,12.47,40.49
6560,0,79.06,12.59,79.06
6561,0,95.96,14.14,95.96
6562,44.8,92.35,15.74,137.15
6563,154.67,120.75,17.12,275.42
6564,246.43,154.06,18.19,400.49
6565,259.26,194.61,19.17,453.87
6566,218.62,197.94,19.84,416.56
6567,281.58,153.61,20.12,435.19
6568,191.66,104.57,20.2,296.23
6569,32.36,22.69,19.58,55.05
6570,0,0,18.45,0
6571,0,0,17.69,0
6572,0,0,16.47,0
6573,0,0,15.78,0
6574,0,0,14.92,0
6575,0,0,13.92,0
6576,0,0,13.03,0
6577,0,0,12.41,0
6578,0,0,12.02,0
6579,0,0,11.67,0
6580,0,0,11.35,0
6581,0,0,11.08,0
6582,0,8.37,10.75,8.37
6583,0,46.53,11.09,46.53
6584,0,64.64,13.38,64.64
6585,0,77.13,17.47,77.13
6586,58.14,71.81,19.37,129.95
6587,190.39,119.28,21.08,309.67
6588,346.58,118.13,22.47,464.71
6589,449.62,127.07,23.57,576.69
6590,485.08,134.69,24.21,619.77
6591,432.9,133.01,24.4,565.91
6592,271.71,107.85,24.06,379.56
6593,88.45,25.48,22.79,113.93
6594,0,0,20.92,0
6595,0,0,19.3,0
6596,0,0,17.6,0
6597,0,0,16.01,0
6598,0,0,15.03,0
6599,0,0,14.26,0
6600,0,0,13.8,0
6601,0,0,13.4,0
6602,0,0,12.86,0
6603,0,0,12.47,0
6604,0,0,12.51,0
6605,0,0,13.31,0
6606,0,7.41,14.05,7.41
6607,0,51.76,15.37,51.76
6608,0,105.18,17.42,105.18
6609,0,153.33,19.05,153.33
6610,16.44,181.48,20.17,197.92
6611,89.05,188.42,21.33,277.47
6612,173.55,186.47,22.06,360.02
6613,159.1,150.99,22.08,310.09
6614,128.85,112.79,21.31,241.64
6615,65.21,74.28,19.13,139.49
6616,0,15.57,17,15.57
6617,0,2.87,15.7,2.87
6618,0,0,14.51,0
6619,0,0,13.2,0
6620,0,0,12.53,0
6621,0,0,12.11,0
6622,0,0,11.88,0
6623,0,0,11.76,0
6624,0,0,11.54,0
6625,0,0,11.47,0
6626,0,0,11.2,0
6627,0,0,11,0
6628,0,0,10.75,0
6629,0,0,10.66,0
6630,0,7.33,10.65,7.33
6631,0,46.01,10.86,46.01
6632,0,69.8,11.54,69.8
6633,0,82.16,12.49,82.16
6634,36.18,94.53,13.58,130.71
6635,112.28,130.12,14.71,242.4
6636,131.12,139.98,15.43,271.1
6637,241.89,115.1,15.88,356.99
6638,117.74,127.73,16.19,245.47
6639,135.96,119.51,16.11,255.47
6640,52.98,67.44,15.96,120.42
6641,0,10.58,15.44,10.58
6642,0,0,14.67,0
6643,0,0,14.02,0
6644,0,0,13.05,0
6645,0,0,12.64,0
6646,0,0,12.39,0
6647,0,0,12.03,0
6648,0,0,11.78,0
6649,0,0,11.64,0
6650,0,0,11.8,0
6651,0,0,11.86,0
6652,0,0,11.74,0
6653,0,0,11.62,0
6654,0,5.23,11.58,5.23
6655,0,46.73,11.84,46.73
6656,0,83.85,12.33,83.85
6657,0,103.82,13.1,103.82
6658,9.53,164.24,14,173.77
6659,45.15,161.14,14.81,206.29
6660,81.35,176.32,15.26,257.67
6661,84.16,174.27,15.57,258.43
6662,87.38,119.07,15.87,206.45
6663,14.07,76.31,15.93,90.38
6664,5.23,38.22,15.73,43.45
6665,0,5.2,15.33,5.2
6666,0,0,14.83,0
6667,0,0,14.41,0
6668,0,0,13.73,0
6669,0,0,13.33,0
6670,0,0,12.87,0
6671,0,0,12.43,0
6672,0,0,12.08,0
6673,0,0,11.52,0
6674,0,0,10.66,0
6675,0,0,10.1,0
6676,0,0,9.54,0
6677,0,0,9.13,0
6678,0,5.27,8.81,5.27
6679,0,35.58,8.76,35.58
6680,0,58.64,10.58,58.64
6681,0,87.59,12.36,87.59
6682,38.19,103.38,13.94,141.57
6683,157.96,125.06,15.24,283.02
6684,253.01,151.57,16.32,404.58
6685,313.69,171.7,17.22,485.39
6686,309.41,158.77,17.78,468.18
6687,276.26,121.98,17.9,398.24
6688,240.23,84.48,17.6,324.71
6689,0,7.73,16.81,7.73
6690,0,0,15.85,0
6691,0,0,15.41,0
6692,0,0,14.75,0
6693,0,0,14.22,0
6694,0,0,13.87,0
6695,0,0,13.64,0
6696,0,0,13.38,0
6697,0,0,13.07,0
6698,0,0,12.71,0
6699,0,0,12.5,0
6700,0,0,12.44,0
6701,0,0,12.38,0
6702,0,0,12.63,0
6703,0,26.89,12.72,26.89
6704,0,77.04,13.37,77.04
6705,0,83.24,14.16,83.24
6706,4.69,98.77,14.99,103.46
6707,31.83,135.56,15.27,167.39
6708,84.96,172.27,15.86,257.23
6709,154.21,186.27,17.11,340.48
6710,239.9,152.87,18.52,392.77
6711,336.03,125.34,19,461.37
6712,57.16,45.33,18.81,102.49
6713,0,6.2,18.36,6.2
6714,0,0,17.78,0
6715,0,0,17.5,0
6716,0,0,16.84,0
6717,0,0,16.86,0
6718,0,0,16.58,0
6719,0,0,16.29,0
6720,0,0,15.91,0
6721,0,0,15.92,0
6722,0,0,15.86,0
6723,0,0,15.49,0
6724,0,0,14.46,0
6725,0,0,12.94,0
6726,0,0,11.33,0
6727,0,6.52,10.25,6.52
6728,0,16.06,10.53,16.06
6729,0,33.05,10.14,33.05
6730,3.47,96.79,10.16,100.26
6731,105.22,113.13,10.94,218.35
6732,266.6,107.93,12.04,374.53
6733,355.06,133.17,12.88,488.23
6734,451.26,132.41,13.47,583.67
6735,440.92,121.9,13.82,562.82
6736,195.4,95.46,13.78,290.86
6737,0,6.4,13.44,6.4
6738,0,0,12.6,0
6739,0,0,11.72,0
6740,0,0,10.84,0
6741,0,0,10.7,0
6742,0,0,10.69,0
6743,0,0,10.68,0
6744,0,0,10.71,0
6745,0,0,10.8,0
6746,0,0,11.18,0
6747,0,0,11.75,0
6748,0,0,12.06,0
6749,0,0,12.63,0
6750,0,0,13.09,0
6751,0,21.25,13.38,21.25
6752,0,71.04,13.93,71.04
6753,0,81.56,14.49,81.56
6754,6.17,132.88,14.79,139.05
6755,1.57,61.4,15.48,62.97
6756,2.19,57.11,15.15,59.3
6757,0.19,59.33,14.97,59.52
6758,15,61.24,14.9,76.24
6759,79.27,82.17,15.29,161.44
6760,85.23,52.07,15.87,137.3
6761,0,2.49,15.79,2.49
6762,0,0,15.47,0
6763,0,0,15.23,0
6764,0,0,14.96,0
6765,0,0,15.12,0
6766,0,0,15.01,0
6767,0,0,14.97,0
6768,0,0,14.88,0
6769,0,0,14.79,0
6770,0,0,14.79,0
6771,0,0,14.65,0
6772,0,0,14.45,0
6773,0,0,14.25,0
6774,0,0,14.05,0
6775,0,19.04,13.82,19.04
6776,0,54.31,14.58,54.31
6777,0,77.89,14.9,77.89
6778,9.14,125.94,15.14,135.08
6779,57.97,137.1,16.28,195.07
6780,128.34,160.7,17.3,289.04
6781,115.59,131.21,18.4,246.8
6782,182.59,141.06,19.12,323.65
6783,231.65,131.16,20.02,362.81
6784,75.36,65.76,20.37,141.12
6785,0,0,19.54,0
6786,0,0,18.7,0
6787,0,0,17.94,0
6788,0,0,16.89,0
6789,0,0,16.08,0
6790,0,0,15.59,0
6791,0,0,15.01,0
6792,0,0,14.72,0
6793,0,0,14.56,0
6794,0,0,14.51,0
6795,0,0,14.48,0
6796,0,0,14.59,0
6797,0,0,14.64,0
6798,0,0,14.78,0
6799,0,36.72,14.69,36.72
6800,0,73.22,15.49,73.22
6801,0,71.69,16.94,71.69
6802,37.93,74.87,18.58,112.8
6803,159.47,123.73,20.09,283.2
6804,288.12,130.64,21.21,418.76
6805,366.82,144.9,22.03,511.72
6806,326.66,160.99,22.44,487.65
6807,245.24,139.1,22.36,384.34
6808,98.52,75.23,21.96,173.75
6809,0,0,21.22,0
6810,0,0,20.39,0
6811,0,0,19.77,0
6812,0,0,19.26,0
6813,0,0,19.06,0
6814,0,0,18.84,0
6815,0,0,18.58,0
6816,0,0,18.22,0
6817,0,0,17.58,0
6818,0,0,17.1,0
6819,0,0,16.9,0
6820,0,0,16.79,0
6821,0,0,16.28,0
6822,0,0,15.44,0
6823,0,12.44,14.52,12.44
6824,0,50.8,14.79,50.8
6825,0,105.9,15.04,105.9
6826,0.79,127.97,15.61,128.76
6827,3.28,117.44,16.31,120.72
6828,1.65,94.81,16.4,96.46
6829,0.94,73.55,16.4,74.49
6830,1.24,61.56,16.56,62.8
6831,38.46,74.74,16.72,113.2
6832,17.43,49.96,16.91,67.39
6833,0,0,16.5,0
6834,0,0,15.72,0
6835,0,0,15.33,0
6836,0,0,14.5,0
6837,0,0,14.23,0
6838,0,0,13.88,0
6839,0,0,13.74,0
6840,0,0,13.69,0
6841,0,0,14.3,0
6842,0,0,14.65,0
6843,0,0,14.99,0
6844,0,0,15.19,0
6845,0,0,15.31,0
6846,0,0,15.42,0
6847,0,30.59,15.56,30.59
6848,0,53.82,15.81,53.82
6849,0,74.99,16.5,74.99
6850,1.7,83.1,17.24,84.8
6851,3.81,60.24,17.4,64.05
6852,99.83,139.85,17.62,239.68
6853,284.49,150.28,19.48,434.77
6854,234.41,139.2,20.95,373.61
6855,198.71,93.32,21.41,292.03
6856,146.68,66.03,21.56,212.71
6857,0,0,21.13,0
6858,0,0,20.31,0
6859,0,0,19.53,0
6860,0,0,19.34,0
6861,0,0,19,0
6862,0,0,18.86,0
6863,0,0,18.57,0
6864,0,0,17.87,0
6865,0,0,17.22,0
6866,0,0,17.69,0
6867,0,0,17.78,0
6868,0,0,17.76,0
6869,0,0,17.43,0
6870,0,0,15.94,0
6871,0,10.22,13.54,10.22
6872,0,43.75,11.68,43.75
6873,0,80.23,11.96,80.23
6874,27.7,87.48,12.54,115.18
6875,129.39,128.99,13.26,258.38
6876,86.79,166.09,13.74,252.88
6877,187.78,148.49,13.77,336.27
6878,183.55,140.36,13.86,323.91
6879,245.81,98.58,13.62,344.39
6880,179.95,61.55,12.94,241.5
6881,0,0,12.3,0
6882,0,0,11.05,0
6883,0,0,10.17,0
6884,0,0,9.21,0
6885,0,0,8.64,0
6886,0,0,8.22,0
6887,0,0,7.93,0
6888,0,0,7.54,0
6889,0,0,7.33,0
6890,0,0,7.03,0
6891,0,0,6.75,0
6892,0,0,6.48,0
6893,0,0,6.23,0
6894,0,0,6.02,0
6895,0,23.39,5.93,23.39
6896,0,66.9,6.31,66.9
6897,0,107.8,6.65,107.8
6898,4.63,113.16,7.09,117.79
6899,71.06,146.81,7.54,217.87
6900,123.19,195.08,8.4,318.27
6901,147.57,180.22,8.96,327.79
6902,122.6,142,8.05,264.6
6903,241.84,109.08,8.19,350.92
6904,162.92,60.55,8.06,223.47
6905,0,0,7.72,0
6906,0,0,7.03,0
6907,0,0,6.69,0
6908,0,0,5.7,0
6909,0,0,5.35,0
6910,0,0,5.16,0
6911,0,0,4.95,0
6912,0,0,4.79,0
6913,0,0,4.6,0
6914,0,0,4.3,0
6915,0,0,4.1,0
6916,0,0,3.87,0
6917,0,0,3.67,0
6918,0,0,3.56,0
6919,0,26.37,3.45,26.37
6920,0,78.78,5.23,78.78
6921,0,95.16,6.38,95.16
6922,9.89,135.42,7.7,145.31
6923,52.31,145.61,8.62,197.92
6924,35.26,150.33,9.37,185.59
6925,4.7,96.32,9.82,101.02
6926,12.88,85.47,9.63,98.35
6927,168.8,98.31,9.54,267.11
6928,114.21,52.81,9.54,167.02
6929,0,0,8.97,0
6930,0,0,8.03,0
6931,0,0,7.04,0
6932,0,0,6.26,0
6933,0,0,6.26,0
6934,0,0,6.42,0
6935,0,0,6.29,0
6936,0,0,6.09,0
6937,0,0,5.98,0
6938,0,0,5.78,0
6939,0,0,5.74,0
6940,0,0,5.59,0
6941,0,0,5.21,0
6942,0,0,4.5,0
6943,0,22.43,4.19,22.43
6944,0,59.73,5.66,59.73
6945,0,82.16,6.76,82.16
6946,6.55,114.81,7.49,121.36
6947,110.31,111.97,8.58,222.28
6948,113.34,142.6,9.72,255.94
6949,91.19,126.81,10.05,218
6950,80.29,129.87,10.28,210.16
6951,150.87,101.5,10.41,252.37
6952,96.38,46.54,10.25,142.92
6953,0,0,9.65,0
6954,0,0,8.61,0
6955,0,0,7.96,0
6956,0,0,6.45,0
6957,0,0,5.83,0
6958,0,0,5.2,0
6959,0,0,4.71,0
6960,0,0,4.15,0
6961,0,0,3.51,0
6962,0,0,2.78,0
6963,0,0,2.28,0
6964,0,0,1.8,0
6965,0,0,1.45,0
6966,0,0,1.2,0
6967,0,30.91,1.29,30.91
6968,0,86.14,2.2,86.14
6969,0,116.01,3.65,116.01
6970,16.36,120.6,5.81,136.96
6971,113.4,148.93,7.68,262.33
6972,194.26,178.37,9.05,372.63
6973,167.47,196.09,9.99,363.56
6974,103.42,170.71,10.21,274.13
6975,106.35,124.36,9.96,230.71
6976,43.59,48.61,9.46,92.2
6977,0,0,8.47,0
6978,0,0,7.63,0
6979,0,0,7.17,0
6980,0,0,6.87,0
6981,0,0,6.61,0
6982,0,0,6.31,0
6983,0,0,6.42,0
6984,0,0,6.61,0
6985,0,0,6.61,0
6986,0,0,6.51,0
6987,0,0,6.49,0
6988,0,0,6.59,0
6989,0,0,6.8,0
6990,0,0,7.1,0
6991,0,8.01,7.39,8.01
6992,0,22.18,8.19,22.18
6993,0,49.31,9.09,49.31
6994,0.31,72.98,10.27,73.29
6995,0.86,74.34,11.49,75.2
6996,3.83,72.64,12.33,76.47
6997,10.31,64.61,13.12,74.92
6998,9,60.2,13.74,69.2
6999,15.67,42.9,14.11,58.57
7000,20.06,26.09,13.81,46.15
7001,0,0,13.07,0
7002,0,0,11.93,0
7003,0,0,11.68,0
7004,0,0,11.74,0
7005,0,0,11.53,0
7006,0,0,11.18,0
7007,0,0,10.8,0
7008,0,0,10.51,0
7009,0,0,10.17,0
7010,0,0,9.68,0
7011,0,0,9.27,0
7012,0,0,8.83,0
7013,0,0,8.46,0
7014,0,0,8.02,0
7015,0,6.32,7.67,6.32
7016,0,17.27,7.51,17.27
7017,0,32,7.49,32
7018,0,37.75,7.62,37.75
7019,0,28.54,7.7,28.54
7020,0.89,37.71,7.65,38.6
7021,0,32.55,7.65,32.55
7022,0,24.3,7.65,24.3
7023,6.83,17.81,7.78,24.64
7024,0.36,6.98,7.95,7.34
7025,0,0,8.13,0
7026,0,0,8.38,0
7027,0,0,8.82,0
7028,0,0,8.47,0
7029,0,0,9.23,0
7030,0,0,10,0
7031,0,0,10.14,0
7032,0,0,9.46,0
7033,0,0,8.64,0
7034,0,0,8.03,0
7035,0,0,8.2,0
7036,0,0,9.28,0
7037,0,0,10.49,0
7038,0,0,11.36,0
7039,0,15.06,11.4,15.06
7040,0,42.35,12.54,42.35
7041,0,81.59,13.32,81.59
7042,13.91,70.23,14.36,84.14
7043,101.7,95.23,15.15,196.93
7044,201.67,116.79,15.43,318.46
7045,331.64,105.7,15.8,437.34
7046,359.22,119.8,16,479.02
7047,317.23,102.72,15.85,419.95
7048,189.48,51.87,15.29,241.35
7049,0,0,14,0
7050,0,0,12.75,0
7051,0,0,11.79,0
7052,0,0,11.08,0
7053,0,0,10.87,0
7054,0,0,10.72,0
7055,0,0,10.22,0
7056,0,0,9.75,0
7057,0,0,8.97,0
7058,0,0,8.48,0
7059,0,0,8.06,0
7060,0,0,7.62,0
7061,0,0,7.24,0
7062,0,0,7.2,0
7063,0,18.23,7.17,18.23
7064,0,49.55,9,49.55
7065,0,73.1,10.68,73.1
7066,8.09,108.26,11.95,116.35
7067,69.3,133.11,12.81,202.41
7068,21.22,117.67,13.38,138.89
7069,7.56,98.97,13.11,106.53
7070,1.27,54.25,13.04,55.52
7071,7.56,33.11,12.89,40.67
7072,15.32,10.24,12.63,25.56
7073,0,0,12.28,0
7074,0,0,11.86,0
7075,0,0,11.38,0
7076,0,0,11.32,0
7077,0,0,11.14,0
7078,0,0,10.86,0
7079,0,0,10.67,0
7080,0,0,10.12,0
7081,0,0,9.85,0
7082,0,0,9.51,0
7083,0,0,9.33,0
7084,0,0,8.76,0
7085,0,0,8.56,0
7086,0,0,8.02,0
7087,0,16.5,7.86,16.5
7088,0,50.15,7.76,50.15
7089,0,67.51,10.28,67.51
7090,10.76,86.1,12.15,96.86
7091,113.02,120.04,13.06,233.06
7092,199.19,138.59,13.93,337.78
7093,262.45,126.69,14.54,389.14
7094,144.66,114.25,14.84,258.91
7095,46.98,79.27,14.78,126.25
7096,5.54,26.34,14.15,31.88
7097,0,0,13.11,0
7098,0,0,12.38,0
7099,0,0,11.63,0
7100,0,0,11.13,0
7101,0,0,11.07,0
7102,0,0,11.04,0
7103,0,0,10.7,0
7104,0,0,10.53,0
7105,0,0,10.44,0
7106,0,0,10.26,0
7107,0,0,9.84,0
7108,0,0,9.7,0
7109,0,0,9.77,0
7110,0,0,9.54,0
7111,0,15.26,9.09,15.26
7112,0,52.66,9.35,52.66
7113,0,101.23,10.97,101.23
7114,0.9,152.16,12.25,153.06
7115,13.11,152.24,13.04,165.35
7116,0.59,100.25,13.43,100.84
7117,0.27,63.4,13.46,63.67
7118,0.5,52.49,13.17,52.99
7119,0,13.72,12.81,13.72
7120,0,4.05,12.32,4.05
7121,0,0,11.89,0
7122,0,0,11.59,0
7123,0,0,11.44,0
7124,0,0,10.76,0
7125,0,0,10.44,0
7126,0,0,10.1,0
7127,0,0,9.36,0
7128,0,0,8.46,0
7129,0,0,7.7,0
7130,0,0,7.05,0
7131,0,0,6.29,0
7132,0,0,5.72,0
7133,0,0,5.12,0
7134,0,0,5,0
7135,0,18.4,5.13,18.4
7136,0,48.1,6.19,48.1
7137,0,84.97,8.29,84.97
7138,6.44,94.93,9.12,101.37
7139,83.15,135.85,10.26,219
7140,74.94,153.1,11.33,228.04
7141,192.88,129.95,11.88,322.83
7142,191.29,148.08,12.28,339.37
7143,27.97,66.75,12.37,94.72
7144,0,9.53,11.74,9.53
7145,0,0,10.89,0
7146,0,0,10.37,0
7147,0,0,10.25,0
7148,0,0,10.14,0
7149,0,0,10.09,0
7150,0,0,10.01,0
7151,0,0,9.88,0
7152,0,0,9.87,0
7153,0,0,10.09,0
7154,0,0,10.4,0
7155,0,0,10.47,0
7156,0,0,10.47,0
7157,0,0,10.27,0
7158,0,0,10.06,0
7159,0,3.79,9.9,3.79
7160,0,23.91,9.8,23.91
7161,0,58,9.78,58
7162,0.36,66.49,9.99,66.85
7163,5.85,79.62,10.08,85.47
7164,15.75,88.08,10.28,103.83
7165,19.43,61.7,10.56,81.13
7166,3.97,44.92,10.55,48.89
7167,0.85,26.1,10.63,26.95
7168,8.26,10.29,10.54,18.55
7169,0,0,10.22,0
7170,0,0,9.6,0
7171,0,0,8.61,0
7172,0,0,7.81,0
7173,0,0,7.7,0
7174,0,0,8.65,0
7175,0,0,8.36,0
7176,0,0,8.04,0
7177,0,0,7.4,0
7178,0,0,6.92,0
7179,0,0,7.39,0
7180,0,0,7.52,0
7181,0,0,7.82,0
7182,0,0,8.19,0
7183,0,7.61,8.37,7.61
7184,0,26.69,7.81,26.69
7185,0,70.12,8.32,70.12
7186,0.03,84.04,9.27,84.07
7187,0.42,96.36,9.72,96.78
7188,4.89,90.33,10.06,95.22
7189,1.04,75.92,10.12,76.96
7190,0,35.06,10.21,35.06
7191,0,14.69,10.13,14.69
7192,0,4.58,9.91,4.58
7193,0,0,9.54,0
7194,0,0,9.34,0
7195,0,0,9.28,0
7196,0,0,9.6,0
7197,0,0,9.46,0
7198,0,0,9.24,0
7199,0,0,8.87,0
7200,0,0,8.76,0
7201,0,0,8.42,0
7202,0,0,8.22,0
7203,0,0,8.03,0
7204,0,0,8.01,0
7205,0,0,8.2,0
7206,0,0,8.41,0
7207,0,6.56,8.76,6.56
7208,0,22.06,8.47,22.06
7209,0,38,9.1,38
7210,0.43,112.31,9.69,112.74
7211,49.2,101.03,10.65,150.23
7212,106.16,117.75,11.26,223.91
7213,21.97,86.03,11.58,108
7214,37.83,84.62,11.28,122.45
7215,67.8,61.37,11.34,129.17
7216,75.61,22.55,11.08,98.16
7217,0,0,10.32,0
7218,0,0,9.92,0
7219,0,0,9.43,0
7220,0,0,8.93,0
7221,0,0,8.63,0
7222,0,0,8.73,0
7223,0,0,8.77,0
7224,0,0,8.73,0
7225,0,0,9.01,0
7226,0,0,9.43,0
7227,0,0,9.92,0
7228,0,0,10.17,0
7229,0,0,10.45,0
7230,0,0,10.68,0
7231,0,14.46,10.79,14.46
7232,0,52.94,11.32,52.94
7233,0,65.94,11.95,65.94
7234,0.07,136.03,12.29,136.1
7235,31.91,172.22,13.02,204.13
7236,66.64,177.34,13.88,243.98
7237,16.66,141.73,14.28,158.39
7238,1.79,57.64,14.04,59.43
7239,83.05,68.01,13.31,151.06
7240,34.59,15.75,13.05,50.34
7241,0,0,12.85,0
7242,0,0,12.57,0
7243,0,0,12.35,0
7244,0,0,12.43,0
7245,0,0,12,0
7246,0,0,11.54,0
7247,0,0,11.39,0
7248,0,0,11.38,0
7249,0,0,11.35,0
7250,0,0,11.25,0
7251,0,0,11.11,0
7252,0,0,11,0
7253,0,0,10.96,0
7254,0,0,10.89,0
7255,0,7.41,10.64,7.41
7256,0,35.67,10.73,35.67
7257,0,53.33,11.18,53.33
7258,0,76.08,11.67,76.08
7259,2.46,116.58,12.25,119.04
7260,43.15,134.95,12.98,178.1
7261,219.29,121.63,13.95,340.92
7262,238.86,117.66,14.77,356.52
7263,182.22,89.5,14.93,271.72
7264,30.75,18.35,14.45,49.1
7265,0,0,13.32,0
7266,0,0,12.66,0
7267,0,0,12.29,0
7268,0,0,11.99,0
7269,0,0,11.42,0
7270,0,0,11.34,0
7271,0,0,11.8,0
7272,0,0,11.65,0
7273,0,0,10.45,0
7274,0,0,10.9,0
7275,0,0,11.58,0
7276,0,0,11.58,0
7277,0,0,11.24,0
7278,0,0,10.85,0
7279,0,8.21,10.16,8.21
7280,0,41.46,9.9,41.46
7281,0,45.57,9.89,45.57
7282,0,66.86,9.9,66.86
7283,13.21,118.95,10.13,132.16
7284,94.49,115.14,10.57,209.63
7285,235.63,126.13,11.01,361.76
7286,299.89,108.75,11.48,408.64
7287,199,85.45,11.66,284.45
7288,99.54,19.62,11.32,119.16
7289,0,0,10.79,0
7290,0,0,10.1,0
7291,0,0,9.72,0
7292,0,0,9.56,0
7293,0,0,9.16,0
7294,0,0,8.66,0
7295,0,0,8.17,0
7296,0,0,7.98,0
7297,0,0,8.01,0
7298,0,0,8.21,0
7299,0,0,8.74,0
7300,0,0,9.03,0
7301,0,0,8.98,0
7302,0,0,9.14,0
7303,0,9.06,9.32,9.06
7304,0,42.67,9.07,42.67
7305,0,81.8,9.82,81.8
7306,0,63.2,10.62,63.2
7307,5.6,49.29,11.09,54.89
7308,5.51,76.47,11.64,81.98
7309,65.89,120.32,12.26,186.21
7310,90.77,111.5,13.05,202.27
7311,176.77,84.42,13.12,261.19
7312,0,12.17,12.78,12.17
7313,0,0,11.83,0
7314,0,0,11.39,0
7315,0,0,11.44,0
7316,0,0,11.66,0
7317,0,0,11.71,0
7318,0,0,11.77,0
7319,0,0,11.27,0
7320,0,0,10.55,0
7321,0,0,10.03,0
7322,0,0,9.41,0
7323,0,0,8.77,0
7324,0,0,8.36,0
7325,0,0,8.1,0
7326,0,0,7.88,0
7327,0,7.69,8.19,7.69
7328,0,31.07,9.08,31.07
7329,0,57.2,9.91,57.2
7330,0,84.93,10.9,84.93
7331,17.77,114.32,11.49,132.09
7332,18.15,130.33,11.97,148.48
7333,12.34,110.58,12.17,122.92
7334,7.78,85.52,12.34,93.3
7335,0,29.94,12.43,29.94
7336,0,6.66,12.01,6.66
7337,0,0,11.69,0
7338,0,0,11.51,0
7339,0,0,11.22,0
7340,0,0,10.33,0
7341,0,0,10.21,0
7342,0,0,9.94,0
7343,0,0,9.71,0
7344,0,0,9.32,0
7345,0,0,8.82,0
7346,0,0,8.07,0
7347,0,0,7.4,0
7348,0,0,6.79,0
7349,0,0,6.23,0
7350,0,0,6.31,0
7351,0,8.53,6.54,8.53
7352,0,35.54,6.19,35.54
7353,0,56.28,7.11,56.28
7354,0,80.34,8.51,80.34
7355,34.86,135.4,9.35,170.26
7356,39.09,130.61,10.01,169.7
7357,1.81,96.18,10.42,97.99
7358,63.04,95.86,10.36,158.9
7359,20.42,54.77,10.32,75.19
7360,0,8.77,9.85,8.77
7361,0,0,9.12,0
7362,0,0,8.61,0
7363,0,0,8,0
7364,0,0,7.12,0
7365,0,0,6.81,0
7366,0,0,6.72,0
7367,0,0,6.29,0
7368,0,0,5.92,0
7369,0,0,5.66,0
7370,0,0,5.42,0
7371,0,0,5.31,0
7372,0,0,5.23,0
7373,0,0,5.09,0
7374,0,0,5.24,0
7375,0,4.47,5.5,4.47
7376,0,38.16,6.28,38.16
7377,0,74.79,6.74,74.79
7378,0,98.02,7.29,98.02
7379,16.11,128.65,8.18,144.76
7380,111.48,117.69,8.8,229.17
7381,76.93,101.49,9.69,178.42
7382,45.35,75.02,10,120.37
7383,6.34,38.37,9.68,44.71
7384,0,4.89,9.19,4.89
7385,0,0,8.33,0
7386,0,0,7.85,0
7387,0,0,7.51,0
