,temp_air,ghi,dni,dhi,wind_speed
2023-10-13 03:00:00,0.0,15.19,3.03,0.0,0.0
2023-10-13 04:00:00,0.0,15.31,3.03,0.0,0.0
2023-10-13 05:00:00,0.0,15.42,3.17,0.0,0.0
2023-10-13 06:00:00,0.0,15.56,3.31,30.59,30.59
2023-10-13 07:00:00,0.0,15.81,3.86,53.82,53.82
2023-10-13 08:00:00,0.0,16.5,4.69,74.99,74.99
2023-10-13 09:00:00,1.7,17.24,5.1,83.1,84.8
2023-10-13 10:00:00,3.81,17.4,5.17,60.24,64.05
2023-10-13 11:00:00,99.83,17.62,5.1,139.85,239.68
2023-10-13 12:00:00,284.49,19.48,4.83,150.28,434.77
2023-10-13 13:00:00,234.41,20.95,5.45,139.2,373.61
2023-10-13 14:00:00,198.71,21.41,4.9,93.32,292.03
2023-10-13 15:00:00,146.68,21.56,5.52,66.03,212.71
2023-10-13 16:00:00,0.0,21.13,5.59,0.0,0.0
2023-10-13 17:00:00,0.0,20.31,5.59,0.0,0.0
2023-10-13 18:00:00,0.0,19.53,4.97,0.0,0.0
2023-10-13 19:00:00,0.0,19.34,4.0,0.0,0.0
2023-10-13 20:00:00,0.0,19.0,4.0,0.0,0.0
2023-10-13 21:00:00,0.0,18.86,4.76,0.0,0.0
2023-10-13 22:00:00,0.0,18.57,5.59,0.0,0.0
2023-10-13 23:00:00,0.0,17.87,6.14,0.0,0.0
2023-10-14 00:00:00,0.0,17.22,6.41,0.0,0.0
2023-10-14 01:00:00,0.0,17.69,7.1,0.0,0.0
2023-10-14 02:00:00,0.0,17.78,7.17,0.0,0.0
2023-10-14 03:00:00,0.0,17.76,7.24,0.0,0.0
2023-10-14 04:00:00,0.0,17.43,7.03,0.0,0.0
2023-10-14 05:00:00,0.0,15.94,6.48,0.0,0.0
2023-10-14 06:00:00,0.0,13.54,5.72,10.22,10.22
2023-10-14 07:00:00,0.0,11.68,4.97,43.75,43.75
2023-10-14 08:00:00,0.0,11.96,5.79,80.23,80.23
2023-10-14 09:00:00,27.7,12.54,5.66,87.48,115.18
2023-10-14 10:00:00,129.39,13.26,5.52,128.99,258.38
2023-10-14 11:00:00,86.79,13.74,5.59,166.09,252.88
2023-10-14 12:00:00,187.78,13.77,5.38,148.49,336.27
2023-10-14 13:00:00,183.55,13.86,5.24,140.36,323.91
2023-10-14 14:00:00,245.81,13.62,4.97,98.58,344.39
2023-10-14 15:00:00,179.95,12.94,4.76,61.55,241.5
2023-10-14 16:00:00,0.0,12.3,4.62,0.0,0.0
2023-10-14 17:00:00,0.0,11.05,5.24,0.0,0.0
2023-10-14 18:00:00,0.0,10.17,4.14,0.0,0.0
2023-10-14 19:00:00,0.0,9.21,4.07,0.0,0.0
2023-10-14 20:00:00,0.0,8.64,3.86,0.0,0.0
2023-10-14 21:00:00,0.0,8.22,3.93,0.0,0.0
2023-10-14 22:00:00,0.0,7.93,4.07,0.0,0.0
2023-10-14 23:00:00,0.0,7.54,4.07,0.0,0.0
2023-10-15 00:00:00,0.0,7.33,4.14,0.0,0.0
2023-10-15 01:00:00,0.0,7.03,4.14,0.0,0.0
2023-10-15 02:00:00,0.0,6.75,3.86,0.0,0.0
2023-10-15 03:00:00,0.0,6.48,3.79,0.0,0.0
2023-10-15 04:00:00,0.0,6.23,3.79,0.0,0.0
2023-10-15 05:00:00,0.0,6.02,3.79,0.0,0.0
2023-10-15 06:00:00,0.0,5.93,3.86,23.39,23.39
2023-10-15 07:00:00,0.0,6.31,4.0,66.9,66.9
2023-10-15 08:00:00,0.0,6.65,4.55,107.8,107.8
2023-10-15 09:00:00,4.63,7.09,4.48,113.16,117.79
2023-10-15 10:00:00,71.06,7.54,4.28,146.81,217.87
2023-10-15 11:00:00,123.19,8.4,4.34,195.08,318.27
2023-10-15 12:00:00,147.57,8.96,4.34,180.22,327.79
2023-10-15 13:00:00,122.6,8.05,4.69,142.0,264.6
2023-10-15 14:00:00,241.84,8.19,4.97,109.08,350.92
2023-10-15 15:00:00,162.92,8.06,4.83,60.55,223.47
2023-10-15 16:00:00,0.0,7.72,4.41,0.0,0.0
2023-10-15 17:00:00,0.0,7.03,4.07,0.0,0.0
2023-10-15 18:00:00,0.0,6.69,3.86,0.0,0.0
2023-10-15 19:00:00,0.0,5.7,3.59,0.0,0.0
2023-10-15 20:00:00,0.0,5.35,3.52,0.0,0.0
2023-10-15 21:00:00,0.0,5.16,3.45,0.0,0.0
2023-10-15 22:00:00,0.0,4.95,3.38,0.0,0.0
2023-10-15 23:00:00,0.0,4.79,3.24,0.0,0.0
2023-10-16 00:00:00,0.0,4.6,3.1,0.0,0.0
2023-10-16 01:00:00,0.0,4.3,2.97,0.0,0.0
2023-10-16 02:00:00,0.0,4.1,2.9,0.0,0.0
2023-10-16 03:00:00,0.0,3.87,2.83,0.0,0.0
2023-10-16 04:00:00,0.0,3.67,2.69,0.0,0.0
2023-10-16 05:00:00,0.0,3.56,2.69,0.0,0.0
2023-10-16 06:00:00,0.0,3.45,2.55,26.37,26.37
2023-10-16 07:00:00,0.0,5.23,2.83,78.78,78.78
2023-10-16 08:00:00,0.0,6.38,3.52,95.16,95.16
2023-10-16 09:00:00,9.89,7.7,4.14,135.42,145.31
2023-10-16 10:00:00,52.31,8.62,3.93,145.61,197.92
2023-10-16 11:00:00,35.26,9.37,3.45,150.33,185.59
2023-10-16 12:00:00,4.7,9.82,2.9,96.32,101.02
2023-10-16 13:00:00,12.88,9.63,2.48,85.47,98.35
2023-10-16 14:00:00,168.8,9.54,2.07,98.31,267.11
2023-10-16 15:00:00,114.21,9.54,1.93,52.81,167.02
2023-10-16 16:00:00,0.0,8.97,1.45,0.0,0.0
2023-10-16 17:00:00,0.0,8.03,1.45,0.0,0.0
2023-10-16 18:00:00,0.0,7.04,1.31,0.0,0.0
2023-10-16 19:00:00,0.0,6.26,1.03,0.0,0.0
2023-10-16 20:00:00,0.0,6.26,0.83,0.0,0.0
2023-10-16 21:00:00,0.0,6.42,0.69,0.0,0.0
2023-10-16 22:00:00,0.0,6.29,0.41,0.0,0.0
2023-10-16 23:00:00,0.0,6.09,0.34,0.0,0.0
2023-10-17 00:00:00,0.0,5.98,0.41,0.0,0.0
2023-10-17 01:00:00,0.0,5.78,0.62,0.0,0.0
2023-10-17 02:00:00,0.0,5.74,0.62,0.0,0.0
2023-10-17 03:00:00,0.0,5.59,0.69,0.0,0.0
2023-10-17 04:00:00,0.0,5.21,0.76,0.0,0.0
2023-10-17 05:00:00,0.0,4.5,1.03,0.0,0.0
2023-10-17 06:00:00,0.0,4.19,1.17,22.43,22.43
2023-10-17 07:00:00,0.0,5.66,1.52,59.73,59.73
2023-10-17 08:00:00,0.0,6.76,1.86,82.16,82.16
2023-10-17 09:00:00,6.55,7.49,2.0,114.81,121.36
2023-10-17 10:00:00,110.31,8.58,2.21,111.97,222.28
2023-10-17 11:00:00,113.34,9.72,2.28,142.6,255.94
2023-10-17 12:00:00,91.19,10.05,2.07,126.81,218.0
2023-10-17 13:00:00,80.29,10.28,2.07,129.87,210.16
2023-10-17 14:00:00,150.87,10.41,2.07,101.5,252.37
2023-10-17 15:00:00,96.38,10.25,2.07,46.54,142.92
2023-10-17 16:00:00,0.0,9.65,2.0,0.0,0.0
2023-10-17 17:00:00,0.0,8.61,2.14,0.0,0.0
2023-10-17 18:00:00,0.0,7.96,2.28,0.0,0.0
2023-10-17 19:00:00,0.0,6.45,2.28,0.0,0.0
2023-10-17 20:00:00,0.0,5.83,2.21,0.0,0.0
2023-10-17 21:00:00,0.0,5.2,2.21,0.0,0.0
2023-10-17 22:00:00,0.0,4.71,2.14,0.0,0.0
2023-10-17 23:00:00,0.0,4.15,2.07,0.0,0.0
2023-10-18 00:00:00,0.0,3.51,2.07,0.0,0.0
2023-10-18 01:00:00,0.0,2.78,2.07,0.0,0.0
2023-10-18 02:00:00,0.0,2.28,2.0,0.0,0.0
2023-10-18 03:00:00,0.0,1.8,2.0,0.0,0.0
2023-10-18 04:00:00,0.0,1.45,1.93,0.0,0.0
2023-10-18 05:00:00,0.0,1.2,2.07,0.0,0.0
2023-10-18 06:00:00,0.0,1.29,2.34,30.91,30.91
2023-10-18 07:00:00,0.0,2.2,2.0,86.14,86.14
2023-10-18 08:00:00,0.0,3.65,2.07,116.01,116.01
2023-10-18 09:00:00,16.36,5.81,2.48,120.6,136.96
2023-10-18 10:00:00,113.4,7.68,3.03,148.93,262.33
2023-10-18 11:00:00,194.26,9.05,3.38,178.37,372.63
2023-10-18 12:00:00,167.47,9.99,3.52,196.09,363.56
2023-10-18 13:00:00,103.42,10.21,3.72,170.71,274.13
2023-10-18 14:00:00,106.35,9.96,3.79,124.36,230.71
2023-10-18 15:00:00,43.59,9.46,3.59,48.61,92.2
2023-10-18 16:00:00,0.0,8.47,3.72,0.0,0.0
2023-10-18 17:00:00,0.0,7.63,3.79,0.0,0.0
2023-10-18 18:00:00,0.0,7.17,3.86,0.0,0.0
2023-10-18 19:00:00,0.0,6.87,3.72,0.0,0.0
2023-10-18 20:00:00,0.0,6.61,3.45,0.0,0.0
2023-10-18 21:00:00,0.0,6.31,3.24,0.0,0.0
2023-10-18 22:00:00,0.0,6.42,3.1,0.0,0.0
2023-10-18 23:00:00,0.0,6.61,2.62,0.0,0.0
2023-10-19 00:00:00,0.0,6.61,2.69,0.0,0.0
2023-10-19 01:00:00,0.0,6.51,2.76,0.0,0.0
2023-10-19 02:00:00,0.0,6.49,2.83,0.0,0.0
2023-10-19 03:00:00,0.0,6.59,2.83,0.0,0.0
2023-10-19 04:00:00,0.0,6.8,2.62,0.0,0.0
2023-10-19 05:00:00,0.0,7.1,2.28,0.0,0.0
2023-10-19 06:00:00,0.0,7.39,1.86,8.01,8.01
2023-10-19 07:00:00,0.0,8.19,1.17,22.18,22.18
2023-10-19 08:00:00,0.0,9.09,0.97,49.31,49.31
2023-10-19 09:00:00,0.31,10.27,0.97,72.98,73.29
2023-10-19 10:00:00,0.86,11.49,1.66,74.34,75.2
2023-10-19 11:00:00,3.83,12.33,1.59,72.64,76.47
2023-10-19 12:00:00,10.31,13.12,1.86,64.61,74.92
2023-10-19 13:00:00,9.0,13.74,1.66,60.2,69.2
2023-10-19 14:00:00,15.67,14.11,1.1,42.9,58.57
2023-10-19 15:00:00,20.06,13.81,1.1,26.09,46.15
2023-10-19 16:00:00,0.0,13.07,1.59,0.0,0.0
2023-10-19 17:00:00,0.0,11.93,1.86,0.0,0.0
2023-10-19 18:00:00,0.0,11.68,1.86,0.0,0.0
2023-10-19 19:00:00,0.0,11.74,1.52,0.0,0.0
2023-10-19 20:00:00,0.0,11.53,1.72,0.0,0.0
2023-10-19 21:00:00,0.0,11.18,1.66,0.0,0.0
2023-10-19 22:00:00,0.0,10.8,1.66,0.0,0.0
2023-10-19 23:00:00,0.0,10.51,1.79,0.0,0.0
2023-10-20 00:00:00,0.0,10.17,2.0,0.0,0.0
2023-10-20 01:00:00,0.0,9.68,2.41,0.0,0.0
2023-10-20 02:00:00,0.0,9.27,2.83,0.0,0.0
2023-10-20 03:00:00,0.0,8.83,3.1,0.0,0.0
2023-10-20 04:00:00,0.0,8.46,3.24,0.0,0.0
2023-10-20 05:00:00,0.0,8.02,3.72,0.0,0.0
2023-10-20 06:00:00,0.0,7.67,4.21,6.32,6.32
2023-10-20 07:00:00,0.0,7.51,4.41,17.27,17.27
2023-10-20 08:00:00,0.0,7.49,4.55,32.0,32.0
2023-10-20 09:00:00,0.0,7.62,4.41,37.75,37.75
2023-10-20 10:00:00,0.0,7.7,4.48,28.54,28.54
2023-10-20 11:00:00,0.89,7.65,4.76,37.71,38.6
2023-10-20 12:00:00,0.0,7.65,4.62,32.55,32.55
2023-10-20 13:00:00,0.0,7.65,4.34,24.3,24.3
2023-10-20 14:00:00,6.83,7.78,3.93,17.81,24.64
2023-10-20 15:00:00,0.36,7.95,3.52,6.98,7.34
2023-10-20 16:00:00,0.0,8.13,2.83,0.0,0.0
2023-10-20 17:00:00,0.0,8.38,2.34,0.0,0.0
2023-10-20 18:00:00,0.0,8.82,1.93,0.0,0.0
2023-10-20 19:00:00,0.0,8.47,1.72,0.0,0.0
2023-10-20 20:00:00,0.0,9.23,1.52,0.0,0.0
2023-10-20 21:00:00,0.0,10.0,1.86,0.0,0.0
2023-10-20 22:00:00,0.0,10.14,1.79,0.0,0.0
2023-10-20 23:00:00,0.0,9.46,1.72,0.0,0.0
2023-10-21 00:00:00,0.0,8.64,1.59,0.0,0.0
2023-10-21 01:00:00,0.0,8.03,1.59,0.0,0.0
2023-10-21 02:00:00,0.0,8.2,1.59,0.0,0.0
2023-10-21 03:00:00,0.0,9.28,2.0,0.0,0.0
2023-10-21 04:00:00,0.0,10.49,3.17,0.0,0.0
2023-10-21 05:00:00,0.0,11.36,4.21,0.0,0.0
2023-10-21 06:00:00,0.0,11.4,4.62,15.06,15.06
2023-10-21 07:00:00,0.0,12.54,4.97,42.35,42.35
2023-10-21 08:00:00,0.0,13.32,5.45,81.59,81.59
2023-10-21 09:00:00,13.91,14.36,4.97,70.23,84.14
2023-10-21 10:00:00,101.7,15.15,5.79,95.23,196.93
2023-10-21 11:00:00,201.67,15.43,5.59,116.79,318.46
2023-10-21 12:00:00,331.64,15.8,5.1,105.7,437.34
2023-10-21 13:00:00,359.22,16.0,4.55,119.8,479.02
2023-10-21 14:00:00,317.23,15.85,4.14,102.72,419.95
2023-10-21 15:00:00,189.48,15.29,3.38,51.87,241.35
2023-10-21 16:00:00,0.0,14.0,2.76,0.0,0.0
2023-10-21 17:00:00,0.0,12.75,2.28,0.0,0.0
2023-10-21 18:00:00,0.0,11.79,2.07,0.0,0.0
2023-10-21 19:00:00,0.0,11.08,2.14,0.0,0.0
2023-10-21 20:00:00,0.0,10.87,2.21,0.0,0.0
2023-10-21 21:00:00,0.0,10.72,2.14,0.0,0.0
2023-10-21 22:00:00,0.0,10.22,2.21,0.0,0.0
2023-10-21 23:00:00,0.0,9.75,2.21,0.0,0.0
2023-10-22 00:00:00,0.0,8.97,2.21,0.0,0.0
2023-10-22 01:00:00,0.0,8.48,2.28,0.0,0.0
2023-10-22 02:00:00,0.0,8.06,2.34,0.0,0.0
2023-10-22 03:00:00,0.0,7.62,2.34,0.0,0.0
2023-10-22 04:00:00,0.0,7.24,2.41,0.0,0.0
2023-10-22 05:00:00,0.0,7.2,2.62,0.0,0.0
2023-10-22 06:00:00,0.0,7.17,2.69,18.23,18.23
2023-10-22 07:00:00,0.0,9.0,3.59,49.55,49.55
2023-10-22 08:00:00,0.0,10.68,3.38,73.1,73.1
2023-10-22 09:00:00,8.09,11.95,4.41,108.26,116.35
2023-10-22 10:00:00,69.3,12.81,5.52,133.11,202.41
2023-10-22 11:00:00,21.22,13.38,5.79,117.67,138.89
2023-10-22 12:00:00,7.56,13.11,4.83,98.97,106.53
2023-10-22 13:00:00,1.27,13.04,4.41,54.25,55.52
2023-10-22 14:00:00,7.56,12.89,3.72,33.11,40.67
2023-10-22 15:00:00,15.32,12.63,3.59,10.24,25.56
2023-10-22 16:00:00,0.0,12.28,3.31,0.0,0.0
2023-10-22 17:00:00,0.0,11.86,3.17,0.0,0.0
2023-10-22 18:00:00,0.0,11.38,2.9,0.0,0.0
2023-10-22 19:00:00,0.0,11.32,2.48,0.0,0.0
2023-10-22 20:00:00,0.0,11.14,2.48,0.0,0.0
2023-10-22 21:00:00,0.0,10.86,2.41,0.0,0.0
2023-10-22 22:00:00,0.0,10.67,2.34,0.0,0.0
2023-10-22 23:00:00,0.0,10.12,2.14,0.0,0.0
2023-10-23 00:00:00,0.0,9.85,2.0,0.0,0.0
2023-10-23 01:00:00,0.0,9.51,1.86,0.0,0.0
2023-10-23 02:00:00,0.0,9.33,1.86,0.0,0.0
2023-10-23 03:00:00,0.0,8.76,1.86,0.0,0.0
2023-10-23 04:00:00,0.0,8.56,1.72,0.0,0.0
2023-10-23 05:00:00,0.0,8.02,1.59,0.0,0.0
2023-10-23 06:00:00,0.0,7.86,1.45,16.5,16.5
2023-10-23 07:00:00,0.0,7.76,0.97,50.15,50.15
2023-10-23 08:00:00,0.0,10.28,0.69,67.51,67.51
2023-10-23 09:00:00,10.76,12.15,1.72,86.1,96.86
2023-10-23 10:00:00,113.02,13.06,1.52,120.04,233.06
2023-10-23 11:00:00,199.19,13.93,1.45,138.59,337.78
2023-10-23 12:00:00,262.45,14.54,1.59,126.69,389.14
2023-10-23 13:00:00,144.66,14.84,1.66,114.25,258.91
2023-10-23 14:00:00,46.98,14.78,1.52,79.27,126.25
2023-10-23 15:00:00,5.54,14.15,1.52,26.34,31.88
2023-10-23 16:00:00,0.0,13.11,2.21,0.0,0.0
2023-10-23 17:00:00,0.0,12.38,2.28,0.0,0.0
2023-10-23 18:00:00,0.0,11.63,2.83,0.0,0.0
2023-10-23 19:00:00,0.0,11.13,3.1,0.0,0.0
2023-10-23 20:00:00,0.0,11.07,3.24,0.0,0.0
2023-10-23 21:00:00,0.0,11.04,2.9,0.0,0.0
2023-10-23 22:00:00,0.0,10.7,2.62,0.0,0.0
2023-10-23 23:00:00,0.0,10.53,2.55,0.0,0.0
2023-10-24 00:00:00,0.0,10.44,2.69,0.0,0.0
2023-10-24 01:00:00,0.0,10.26,2.69,0.0,0.0
2023-10-24 02:00:00,0.0,9.84,2.48,0.0,0.0
2023-10-24 03:00:00,0.0,9.7,2.21,0.0,0.0
2023-10-24 04:00:00,0.0,9.77,1.86,0.0,0.0
2023-10-24 05:00:00,0.0,9.54,1.72,0.0,0.0
2023-10-24 06:00:00,0.0,9.09,1.66,15.26,15.26
2023-10-24 07:00:00,0.0,9.35,1.38,52.66,52.66
2023-10-24 08:00:00,0.0,10.97,1.38,101.23,101.23
2023-10-24 09:00:00,0.9,12.25,2.0,152.16,153.06
2023-10-24 10:00:00,13.11,13.04,3.24,152.24,165.35
2023-10-24 11:00:00,0.59,13.43,2.9,100.25,100.84
2023-10-24 12:00:00,0.27,13.46,2.07,63.4,63.67
2023-10-24 13:00:00,0.5,13.17,1.52,52.49,52.99
2023-10-24 14:00:00,0.0,12.81,1.17,13.72,13.72
2023-10-24 15:00:00,0.0,12.32,1.1,4.05,4.05
2023-10-24 16:00:00,0.0,11.89,1.17,0.0,0.0
2023-10-24 17:00:00,0.0,11.59,1.17,0.0,0.0
2023-10-24 18:00:00,0.0,11.44,1.17,0.0,0.0
2023-10-24 19:00:00,0.0,10.76,2.14,0.0,0.0
2023-10-24 20:00:00,0.0,10.44,2.41,0.0,0.0
2023-10-24 21:00:00,0.0,10.1,2.62,0.0,0.0
2023-10-24 22:00:00,0.0,9.36,2.48,0.0,0.0
2023-10-24 23:00:00,0.0,8.46,2.41,0.0,0.0
2023-10-25 00:00:00,0.0,7.7,2.21,0.0,0.0
2023-10-25 01:00:00,0.0,7.05,2.0,0.0,0.0
2023-10-25 02:00:00,0.0,6.29,2.0,0.0,0.0
2023-10-25 03:00:00,0.0,5.72,1.93,0.0,0.0
2023-10-25 04:00:00,0.0,5.12,1.66,0.0,0.0
2023-10-25 05:00:00,0.0,5.0,1.38,0.0,0.0
2023-10-25 06:00:00,0.0,5.13,1.31,18.4,18.4
2023-10-25 07:00:00,0.0,6.19,1.03,48.1,48.1
2023-10-25 08:00:00,0.0,8.29,2.14,84.97,84.97
2023-10-25 09:00:00,6.44,9.12,1.93,94.93,101.37
2023-10-25 10:00:00,83.15,10.26,2.14,135.85,219.0
2023-10-25 11:00:00,74.94,11.33,2.9,153.1,228.04
2023-10-25 12:00:00,192.88,11.88,3.1,129.95,322.83
2023-10-25 13:00:00,191.29,12.28,3.24,148.08,339.37
2023-10-25 14:00:00,27.97,12.37,3.52,66.75,94.72
2023-10-25 15:00:00,0.0,11.74,2.9,9.53,9.53
2023-10-25 16:00:00,0.0,10.89,3.24,0.0,0.0
2023-10-25 17:00:00,0.0,10.37,3.72,0.0,0.0
2023-10-25 18:00:00,0.0,10.25,3.86,0.0,0.0
2023-10-25 19:00:00,0.0,10.14,3.45,0.0,0.0
2023-10-25 20:00:00,0.0,10.09,2.76,0.0,0.0
2023-10-25 21:00:00,0.0,10.01,1.86,0.0,0.0
2023-10-25 22:00:00,0.0,9.88,0.97,0.0,0.0
2023-10-25 23:00:00,0.0,9.87,0.55,0.0,0.0
2023-10-26 00:00:00,0.0,10.09,1.52,0.0,0.0
2023-10-26 01:00:00,0.0,10.4,2.34,0.0,0.0
2023-10-26 02:00:00,0.0,10.47,2.97,0.0,0.0
2023-10-26 03:00:00,0.0,10.47,3.31,0.0,0.0
2023-10-26 04:00:00,0.0,10.27,3.45,0.0,0.0
2023-10-26 05:00:00,0.0,10.06,3.52,0.0,0.0
2023-10-26 06:00:00,0.0,9.9,3.17,3.79,3.79
2023-10-26 07:00:00,0.0,9.8,4.07,23.91,23.91
2023-10-26 08:00:00,0.0,9.78,3.79,58.0,58.0
2023-10-26 09:00:00,0.36,9.99,3.93,66.49,66.85
2023-10-26 10:00:00,5.85,10.08,4.34,79.62,85.47
2023-10-26 11:00:00,15.75,10.28,4.69,88.08,103.83
2023-10-26 12:00:00,19.43,10.56,4.28,61.7,81.13
2023-10-26 13:00:00,3.97,10.55,3.59,44.92,48.89
2023-10-26 14:00:00,0.85,10.63,2.69,26.1,26.95
2023-10-26 15:00:00,8.26,10.54,2.14,10.29,18.55
2023-10-26 16:00:00,0.0,10.22,1.59,0.0,0.0
2023-10-26 17:00:00,0.0,9.6,1.31,0.0,0.0
2023-10-26 18:00:00,0.0,8.61,1.31,0.0,0.0
2023-10-26 19:00:00,0.0,7.81,1.24,0.0,0.0
2023-10-26 20:00:00,0.0,7.7,1.1,0.0,0.0
2023-10-26 21:00:00,0.0,8.65,0.55,0.0,0.0
2023-10-26 22:00:00,0.0,8.36,0.07,0.0,0.0
2023-10-26 23:00:00,0.0,8.04,0.48,0.0,0.0
2023-10-27 00:00:00,0.0,7.4,0.83,0.0,0.0
2023-10-27 01:00:00,0.0,6.92,0.97,0.0,0.0
2023-10-27 02:00:00,0.0,7.39,0.83,0.0,0.0
2023-10-27 03:00:00,0.0,7.52,0.97,0.0,0.0
2023-10-27 04:00:00,0.0,7.82,1.03,0.0,0.0
2023-10-27 05:00:00,0.0,8.19,1.24,0.0,0.0
2023-10-27 06:00:00,0.0,8.37,1.38,7.61,7.61
2023-10-27 07:00:00,0.0,7.81,0.76,26.69,26.69
2023-10-27 08:00:00,0.0,8.32,0.76,70.12,70.12
2023-10-27 09:00:00,0.03,9.27,0.97,84.04,84.07
2023-10-27 10:00:00,0.42,9.72,1.1,96.36,96.78
2023-10-27 11:00:00,4.89,10.06,1.17,90.33,95.22
2023-10-27 12:00:00,1.04,10.12,1.24,75.92,76.96
2023-10-27 13:00:00,0.0,10.21,1.1,35.06,35.06
2023-10-27 14:00:00,0.0,10.13,1.03,14.69,14.69
2023-10-27 15:00:00,0.0,9.91,1.17,4.58,4.58
2023-10-27 16:00:00,0.0,9.54,1.52,0.0,0.0
2023-10-27 17:00:00,0.0,9.34,1.93,0.0,0.0
2023-10-27 18:00:00,0.0,9.28,2.62,0.0,0.0
2023-10-27 19:00:00,0.0,9.6,3.86,0.0,0.0
2023-10-27 20:00:00,0.0,9.46,3.59,0.0,0.0
2023-10-27 21:00:00,0.0,9.24,3.59,0.0,0.0
2023-10-27 22:00:00,0.0,8.87,3.59,0.0,0.0
2023-10-27 23:00:00,0.0,8.76,3.31,0.0,0.0
2023-10-28 00:00:00,0.0,8.42,3.03,0.0,0.0
2023-10-28 01:00:00,0.0,8.22,2.69,0.0,0.0
2023-10-28 02:00:00,0.0,8.03,2.41,0.0,0.0
2023-10-28 03:00:00,0.0,8.01,2.28,0.0,0.0
2023-10-28 04:00:00,0.0,8.2,2.14,0.0,0.0
2023-10-28 05:00:00,0.0,8.41,2.07,0.0,0.0
2023-10-28 06:00:00,0.0,8.76,2.48,6.56,6.56
2023-10-28 07:00:00,0.0,8.47,2.14,22.06,22.06
2023-10-28 08:00:00,0.0,9.1,2.69,38.0,38.0
2023-10-28 09:00:00,0.43,9.69,3.24,112.31,112.74
2023-10-28 10:00:00,49.2,10.65,5.1,101.03,150.23
2023-10-28 11:00:00,106.16,11.26,4.48,117.75,223.91
2023-10-28 12:00:00,21.97,11.58,4.41,86.03,108.0
2023-10-28 13:00:00,37.83,11.28,4.21,84.62,122.45
2023-10-28 14:00:00,67.8,11.34,4.41,61.37,129.17
2023-10-28 15:00:00,75.61,11.08,3.79,22.55,98.16
2023-10-28 16:00:00,0.0,10.32,2.9,0.0,0.0
2023-10-28 17:00:00,0.0,9.92,2.9,0.0,0.0
2023-10-28 18:00:00,0.0,9.43,2.97,0.0,0.0
2023-10-28 19:00:00,0.0,8.93,2.76,0.0,0.0
2023-10-28 20:00:00,0.0,8.63,2.83,0.0,0.0
2023-10-28 21:00:00,0.0,8.73,2.76,0.0,0.0
2023-10-28 22:00:00,0.0,8.77,2.55,0.0,0.0
2023-10-28 23:00:00,0.0,8.73,2.76,0.0,0.0
2023-10-29 00:00:00,0.0,9.01,2.55,0.0,0.0
2023-10-29 01:00:00,0.0,9.43,2.69,0.0,0.0
2023-10-29 02:00:00,0.0,9.92,3.03,0.0,0.0
2023-10-29 03:00:00,0.0,10.17,3.45,0.0,0.0
2023-10-29 04:00:00,0.0,10.45,3.59,0.0,0.0
2023-10-29 05:00:00,0.0,10.68,3.72,0.0,0.0
2023-10-29 06:00:00,0.0,10.79,3.93,14.46,14.46
2023-10-29 07:00:00,0.0,11.32,5.45,52.94,52.94
2023-10-29 08:00:00,0.0,11.95,5.86,65.94,65.94
2023-10-29 09:00:00,0.07,12.29,5.59,136.03,136.1
2023-10-29 10:00:00,31.91,13.02,5.24,172.22,204.13
2023-10-29 11:00:00,66.64,13.88,5.17,177.34,243.98
2023-10-29 12:00:00,16.66,14.28,5.59,141.73,158.39
2023-10-29 13:00:00,1.79,14.04,5.45,57.64,59.43
2023-10-29 14:00:00,83.05,13.31,4.28,68.01,151.06
2023-10-29 15:00:00,34.59,13.05,3.93,15.75,50.34
2023-10-29 16:00:00,0.0,12.85,4.34,0.0,0.0
2023-10-29 17:00:00,0.0,12.57,5.66,0.0,0.0
2023-10-29 18:00:00,0.0,12.35,5.86,0.0,0.0
2023-10-29 19:00:00,0.0,12.43,5.1,0.0,0.0
2023-10-29 20:00:00,0.0,12.0,4.9,0.0,0.0
2023-10-29 21:00:00,0.0,11.54,4.69,0.0,0.0
2023-10-29 22:00:00,0.0,11.39,4.83,0.0,0.0
2023-10-29 23:00:00,0.0,11.38,4.97,0.0,0.0
2023-10-30 00:00:00,0.0,11.35,4.97,0.0,0.0
2023-10-30 01:00:00,0.0,11.25,4.76,0.0,0.0
2023-10-30 02:00:00,0.0,11.11,4.41,0.0,0.0
2023-10-30 03:00:00,0.0,11.0,4.21,0.0,0.0
2023-10-30 04:00:00,0.0,10.96,4.07,0.0,0.0
2023-10-30 05:00:00,0.0,10.89,3.79,0.0,0.0
2023-10-30 06:00:00,0.0,10.64,3.38,7.41,7.41
2023-10-30 07:00:00,0.0,10.73,3.72,35.67,35.67
2023-10-30 08:00:00,0.0,11.18,3.93,53.33,53.33
2023-10-30 09:00:00,0.0,11.67,4.07,76.08,76.08
2023-10-30 10:00:00,2.46,12.25,3.79,116.58,119.04
2023-10-30 11:00:00,43.15,12.98,3.24,134.95,178.1
2023-10-30 12:00:00,219.29,13.95,3.24,121.63,340.92
2023-10-30 13:00:00,238.86,14.77,3.1,117.66,356.52
2023-10-30 14:00:00,182.22,14.93,2.69,89.5,271.72
2023-10-30 15:00:00,30.75,14.45,2.34,18.35,49.1
2023-10-30 16:00:00,0.0,13.32,2.14,0.0,0.0
2023-10-30 17:00:00,0.0,12.66,2.28,0.0,0.0
